"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Renmore, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Roscam, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Salthill, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Tuam, Galway","Euro","975.18"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Wellpark, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Woodquay, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Kerry","Euro","914.59"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Castleisland, Kerry","Euro","731.36"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Dingle, Kerry","Euro","799.96"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Kenmare, Kerry","Euro","931.41"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Killarney, Kerry","Euro","1069.45"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Killorglin, Kerry","Euro","949.49"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Listowel, Kerry","Euro","791.43"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Tralee, Kerry","Euro","910.77"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Kildare","Euro","1419.3"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Kildare Town","Euro","1171.89"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Athy, Kildare","Euro","1042.38"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Castledermot, Kildare","Euro","1030.46"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Celbridge, Kildare","Euro","1490.25"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Clane, Kildare","Euro","1341.78"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Kilcock, Kildare","Euro","1284.46"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Kilcullen, Kildare","Euro","1227.85"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Kill, Kildare","Euro","1520.68"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Leixlip, Kildare","Euro","1577.35"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Maynooth, Kildare","Euro","1701.95"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Monasterevin, Kildare","Euro","1154.48"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Naas, Kildare","Euro","1555.25"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Newbridge, Kildare","Euro","1242.97"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Rathangan, Kildare","Euro","1150.7"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Sallins, Kildare","Euro","1401.4"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Kilkenny","Euro","940.44"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Kilkenny City","Euro","1057.01"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Callan, Kilkenny","Euro","935.79"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Castlecomer, Kilkenny","Euro","834.07"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Freshford, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Kells, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Thomastown, Kilkenny","Euro","999.24"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Laois","Euro","949.34"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Mountmellick, Laois","Euro","880.24"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Mountrath, Laois","Euro","969.99"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Portarlington, Laois","Euro","924.45"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Portlaoise, Laois","Euro","983.29"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Leitrim","Euro","732.8"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Carrick-On-Shannon, Leitrim","Euro","784.88"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Manorhamilton, Leitrim","Euro","623.94"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Limerick","Euro","1208.03"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Limerick City","Euro","1286.99"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Abbeyfeale, Limerick","Euro","737.68"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Annacotty, Limerick","Euro","1425.22"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Castleconnell, Limerick","Euro","1168.81"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Castletroy, Limerick","Euro","1709.94"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Corbally, Limerick","Euro","1123.37"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Dock Road, Limerick","Euro","963.13"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Dooradoyle, Limerick","Euro","1261.9"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Glen, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Kilmallock, Limerick","Euro","806.56"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Newcastle West, Limerick","Euro","832.29"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Old Cratloe Road, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Raheen, Limerick","Euro","1296.8"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Longford","Euro","795.22"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Longford Town","Euro","813.76"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ballymahon, Longford","Euro","803.11"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Edgeworthstown, Longford","Euro","755.93"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Newtownforbes, Longford","Euro","766.38"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Louth","Euro","1169.87"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ardee, Louth","Euro","1083.24"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Drogheda, Louth","Euro","1212.42"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Dundalk, Louth","Euro","1142.99"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Louth Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Mayo","Euro","823.04"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ballina, Mayo","Euro","736.5"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ballinrobe, Mayo","Euro","732.99"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ballyhaunis, Mayo","Euro","649.68"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Belmullet, Mayo","Euro","628.21"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Castlebar, Mayo","Euro","912.41"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Charlestown, Mayo","Euro","736.91"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Claremorris, Mayo","Euro","812.83"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Foxford, Mayo","Euro","681.19"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Swinford, Mayo","Euro","729.66"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Westport, Mayo","Euro","1016.38"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Meath","Euro","1286.97"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ashbourne, Meath","Euro","1477.54"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Athboy, Meath","Euro","1038.73"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Bettystown, Meath","Euro","1302.69"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Clonee, Meath","Euro","1467.86"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Drogheda, Meath","Euro","1446.23"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Duleek, Meath","Euro","1176.43"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Dunboyne, Meath","Euro","1552.58"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Dunshaughlin, Meath","Euro","1432.32"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Enfield, Meath","Euro","1326.7"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Kells, Meath","Euro","1057.15"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Laytown, Meath","Euro","1210.93"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Navan, Meath","Euro","1251.04"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ratoath, Meath","Euro","1525.82"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Stamullen, Meath","Euro","1428.31"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Trim, Meath","Euro","1156.42"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Monaghan","Euro","763.91"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ballybay, Monaghan","Euro","667.88"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Carrickmacross, Monaghan","Euro","882.26"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Castleblayney, Monaghan","Euro","826.4"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Monaghan Town","Euro","768.32"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Offaly","Euro","922.83"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Banagher, Offaly","Euro","740.74"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Birr, Offaly","Euro","735.77"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Clara, Offaly","Euro","910.79"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Edenderry, Offaly","Euro","974.23"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Tullamore, Offaly","Euro","1039.31"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Roscommon","Euro","809.28"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Roscommon Town","Euro","847.1"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Athlone, Roscommon","Euro","1103.5"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ballaghaderreen, Roscommon","Euro","636.42"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Boyle, Roscommon","Euro","729.6"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Castlerea, Roscommon","Euro","661.91"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Strokestown, Roscommon","Euro","716.2"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Sligo","Euro","891.98"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Sligo Town","Euro","904.39"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ballinode, Sligo","Euro","1168.02"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ballisodare, Sligo","Euro","900"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ballymote, Sligo","Euro","689.56"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ballytivnan, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Collooney, Sligo","Euro","887.16"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Lough Gill, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Strandhill, Sligo","Euro","1010.63"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Tubbercurry, Sligo","Euro","853.84"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Tipperary","Euro","825.53"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Tipperary Town","Euro","727.5"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Ballina, Tipperary","Euro","1040.29"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Cahir, Tipperary","Euro","750.23"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Carrick-On-Suir, Tipperary","Euro","788.11"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Cashel, Tipperary","Euro","811.06"
"RTB Average Monthly Rent Report","2022Q4","All bedrooms","All property types","Clonmel, Tipperary","Euro","925.4"
